,Review_Text,Pred
407,"One of the best restaurant in city. Food, ambiance & service as well. I had the best seafood hear in the city. price also friendly . i would suggest to visit once hear.",5.0
408,Place needs better staff. Food is good and lots of options. People who take orders are not the type for this level of formal restaurant. Food was above average. Won’t repeat it again,5.0
409,"Ignored this restaurant for almost a year thinking that it would be a regular bakery. But now I regret.
They make amazing pizzas and so many authentic cakes. Ambiance is cool. Good place to hang out with friends and colleagues.

Must try - Smoked pizza, banana cake, carrot cake, freshly baked breads...
Don't miss the filter coffee...",4.0
410,I ordered Thai green curry and this is what I received for 600 rupees. It's some aaloo curry with visible red chillies on it. Rice is the worst I have seen in my life. Worst experience ever.,1.0
411,"The place is awesome with swimming pool on the roof top. It's my first visit to Mazzo , liked the ambience, good. Service.

Special thanks to Vikrant who was with us all the time to serve and suggesting different varieties in veg dishes.

Thanks Mazzo team for your service...kind of food n what not....",5.0
412,last time you given big box pepper chicken with cost 200 now you have given small one cost of 240 this the way you treat the customers,3.0
413,Ordered a Vanilla Fudge cake for my wife's bday.. the cake was okayish at best.. the frost was very sweet like the ones you get in cheap ones.. the layers were soft but not something which would just melt in your mouth.. all in all the cake was not worth its price and hype.. disappointed,5.0
414,"Great Food as always. I have ordered multiple times with favs including Rajma Chawal, Kadi Chawal, Masala Raita (Mostly received in bottle) & Aloo kulcha. 
Bilkul Ghar jaisa taste with optimum spices and quantity. Uploading some pics and will upload more",5.0
415,"Strictly vegetarian~~

Late night #needforfood has been taken care by this outlet in DLF for every hungry soul out der but this time I though to order it to my office for my evening hunger. I ordered vegetable cheese Maggie and it came on time and was packed in a white box like you see in a picture.packaging is ok, the spoon was poor quality, could have been stronger to hold the Maggie.The moment I open the box, people around me could smell it and it was great, looks cheesy and yummm. So was the taste, it was good, never dissapoints. Price is nominal as well which is around 50 -70 bucks for various varieties they serve. Deserves a 4.5. I haven't tried the Momo's yet, will add to the review once I try them.

I am sure you have already had this sometime, if not you should surely try coz who doesn't like Maggie right!! ❤️❤️ @hungermaggipoint 😀",1.0
416,not good not bad,1.0
417,"The place gets its name probably from EAST INDIA COMPANY and they have maintained a quite good vintage ambience in there.
Though the prices are in a bit higher end, but thats something you can expect from a brand like URBAN ASIA.

Now talking about the food, the varieties offered in both veg and nonveg is quite good and delicious. They take there their time to get the food, but thats because they cook it hot right after the order is placed.

Overall a good place for family as well as to hangout with friends.",5.0
418,"Food was good , service was fast, staff courteous. Subendu and Raja took good care of us. Overall great experience. Don't forget to try jalebi Rabri. Ask the guy to make jalebi a bit crisp.",5.0
419,"Been to this place after looking at the ratings. We had a mushroom Moti tikka for starter which tasted sweet and we could barely finish the starter due to its sweetness. In the main course we had chicken biryani which was just decent with bland taste and little masala. The service was decent and so as the ambience.
I would rate this place as
Food - 3/5
Service - 3.5/5
Ambience - 3.5/5",3.0
420,"Follow our Instagram handle @whereinhyderabad!

The lovely place is properly situated at the prominent cross roads of Biodiversity, Gachibowli, right opposite to Nissan showroom. The place and its ambiance is quite cozy as the lighting is subtle and ambient which blends in pretty well with the interiors of the restaurant. The staff is exceptionally attentive and a special shout out to Mr. Sudhir for completely taking care us and treating us with an excellent dinner.

As soon as we sat down, we were greeted enthusiastically with mocktails. A group of six food enthusiasts promptly ordered six diverse mocktails namely Sparking blue, Mango lassi, Ginger cola, Ginger lemons, Virgin mojito, Masala cola. Out of all the mocktails, Masala cola and mango Lassi stood out and were the best. The other mocktails were equally good and refreshing.

Delicious appetizers:

Crispy Veg: A variety of vegetables deep fried and garnished with aromatic flavors was something that wasn’t new that we didn't have, but it tasted excellent!

Corn 65: It tasted absolutely delicious. Corn balls deep fried and then garnished with mayo to give the 65 feel! Thoroughly recommended.

Bangla Kodi: Which was a signature dish of the restaurant, but for us it was a dish that also stood apart.

Chilli prawns: Spicy, stirred fried, It tasted awesome.

Tender chicken: The star of the appetizers. Brest chicken fillets dipped and fried with bread crumb batter. Highly recommended, please don't miss out on this dish.

Apollo fish: So it was a fish. Apart from that about the taste was okays’ish.

Main Course:

Chettinad Chicken: Very Spicy and it went absolutely well with the butter naan.

Kolhapuri Chicken: Mild flavours, the taste was good!

Uluvacharu Chicken Biryani: This was the highlight of the dinner, unique taste and flavors, the restaurant lived up to the name of Biryani, Highly Recommended.

Avakai Chicken biryani: A novel kind of taste for me and I really liked it.

Afghani chicken Biryani: Mild flavor biryani topped with Egg-omelet, It tasted really good.

Desserts:

Qubani ka meetha, Junnu and Gulab Jamun were served to us and we were extremely dissatisfied with the desserts. I earnestly request the effective management to please look into the dessert part. Everything else made it a great evening to hang out with family and friends for good Indian biryani Flavours.

WhereinHyderabad Rating:

Ambiance: 5/5

Hospitality: 5/5

Food: 4/5",5.0
